recommend,year,sentiment_analysis,title
0,2013,0,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD
0,2014,0,Sonic Generations Collection
0,2015,0,Clown House (Palyaço Evi)
0,2015,0,Clown House (Palyaço Evi)
0,2015,0,Sonic Lost World
0,2012,0,Ryse: Son of Rome
0,2013,0,Ryse: Son of Rome
0,2015,0,Dead Rising® 2
0,2015,0,100% Orange Juice
0,2015,0,100% Orange Juice
0,2014,0,ShellShock Live
0,2015,0,Rocket League® - Batman v Superman: Dawn of Justice Car Pack
0,2015,0,RUNNING WITH RIFLES
0,2014,0,X Rebirth
0,2014,0,X Rebirth
0,2014,0,X Rebirth
0,2014,0,X Rebirth
0,2014,0,X Rebirth
0,2014,0,X Rebirth
0,2014,0,X Rebirth
0,2015,0,Deepworld
0,2014,0,LARA CROFT AND THE TEMPLE OF OSIRIS™
0,2014,0,Deus Ex: Mankind Divided
0,2014,0,Starseed Pilgrim
0,2015,0,Men of War™
0,2015,0,Damned
0,2014,0,Damned
0,2015,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2015,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2015,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2015,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2015,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2015,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2014,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2015,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2015,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2015,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2015,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2015,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2015,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2014,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2014,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2014,0,Call of Duty®: Advanced Warfare - Gold Edition
0,2013,0,RaceRoom Racing Experience
0,2015,0,RaceRoom Racing Experience
0,2014,0,RaceRoom Racing Experience
0,2014,0,RaceRoom Racing Experience
0,2014,0,RaceRoom Racing Experience
0,2014,0,RaceRoom Racing Experience
0,2015,0,RaceRoom Racing Experience
0,2014,0,McPixel
0,2015,0,Without Within
0,2015,0,Without Within
0,2015,0,Without Within
0,2015,0,Go! Go! Nippon! ~My First Trip to Japan~
0,2013,0,A.V.A. Alliance of Valiant Arms™
0,2015,0,A.V.A. Alliance of Valiant Arms™
0,2014,0,A.V.A. Alliance of Valiant Arms™
0,2014,0,You Have to Win the Game
0,2015,0,Tom Clancy's The Division™ - Frontline Outfits Pack
0,2013,0,The Mean Greens - Plastic Warfare
0,2015,0,The Mean Greens - Plastic Warfare
0,2014,0,The Mean Greens - Plastic Warfare
0,2015,0,sZone-Online
0,2015,0,Super MNC
0,2014,0,L.A. Noire
0,2014,0,AirMech Strike
0,2015,0,Sang-Froid - Tales of Werewolves
0,2015,0,Road Redemption
0,2015,0,Dead Rising 3 Apocalypse Edition
0,2014,0,Dead Rising 3 Apocalypse Edition
0,2012,0,Might &amp; Magic® Heroes® VII
0,2015,0,Might &amp; Magic® Heroes® VII
0,2015,0,Might &amp; Magic® Heroes® VII
0,2014,0,Grand Theft Auto: Episodes from Liberty City
0,2013,0,Arma II: DayZ Mod
0,2015,0,Postal III
0,2015,0,Postal III
0,2014,0,Postal III
0,2014,0,Slash or Die
0,2014,0,Impire
0,2014,0,Sniper Elite: Nazi Zombie Army
0,2014,0,Sniper Elite: Nazi Zombie Army
0,2015,0,The Crew™
0,2014,0,The Crew™
0,2014,0,Villagers and Heroes
0,2015,0,Villagers and Heroes
0,2013,0,Iron Warriors: T - 72 Tank Command
0,2013,0,Port Royale 2
0,2011,0,From Dust
0,2014,0,From Dust
0,2014,0,Pool Nation
0,2014,0,Pool Nation
0,2015,0,Pool Nation
0,2014,0,SAMOLIOTIK
0,2014,0,Enemy Front
0,2014,0,Sonic Adventure DX
0,2015,0,Sonic Adventure DX
0,2013,0,FortressCraft Evolved!
0,2015,0,FortressCraft Evolved!
0,2014,0,FortressCraft Evolved!
0,2014,0,SUNLESS SEA
0,2015,0,Age of Mythology EX: Tale of the Dragon
0,2015,0,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1
0,2015,0,The Four Kings Casino and Slots
0,2014,0,The Four Kings Casino and Slots
0,2013,0,Ampersand
0,2015,0,Catmouth Island
0,2013,0,Resident Evil Revelations / Biohazard Revelations
0,2014,0,Resident Evil Revelations / Biohazard Revelations
0,2014,0,Dream
0,2015,0,Dream
0,2014,0,The Moon Sliver
0,2014,0,Napoleon: Total War™
0,2014,0,Drift Streets Japan
0,2015,0,TerraTech
0,2013,0,The Elder Scrolls IV: Oblivion® Game of the Year Edition
0,2014,0,NEOTOKYO
0,2015,0,Destiny Warriors RPG
0,2015,0,Poker Night 2
0,2014,0,Poker Night 2
0,2015,0,Sirius Online
0,2015,0,Tales of Maj'Eyal
0,2014,0,Amazing World™
0,2015,0,The Isle
0,2015,0,Stellaris
0,2013,0,Spacebase DF-9
0,2015,0,Spacebase DF-9
0,2014,0,Worms Ultimate Mayhem
0,2013,0,The Ball
0,2015,0,The Ball
0,2015,0,Hektor
0,2015,0,Assassin's Creed Freedom Cry
0,2014,0,Dead Rising 2: Off the Record
0,2014,0,Woodcutter Simulator 2013
0,2015,0,Frozen Free Fall: Snowball Fight
0,2015,0,Frozen Free Fall: Snowball Fight
0,2015,0,Frozen Free Fall: Snowball Fight
0,2015,0,Cortex Command
0,2014,0,The Ship: Murder Party
0,2015,0,The SKIES
0,2014,0,Kingdom Wars
0,2015,0,Port of Call
0,2014,0,Mortal Kombat Komplete Edition
0,2015,0,Mortal Kombat Komplete Edition
0,2014,0,Tom Clancy’s Splinter Cell Blacklist
0,2015,0,PAYDAY 2: Gage Ninja Pack
0,2013,0,Paranautical Activity: Deluxe Atonement Edition
0,2015,0,Tokyo Hosto
0,2014,0,Stronghold Crusader 2
0,2014,0,Stronghold Crusader 2
0,2014,0,Evoland
0,2015,0,Evoland
0,2014,0,The Evil Within
0,2014,0,The Evil Within
0,2015,0,Minecraft: Story Mode - A Telltale Games Series
0,2015,0,Minecraft: Story Mode - A Telltale Games Series
0,2015,0,Universal Combat CE
0,2014,0,Worm.is: The Game
0,2014,0,Cosmonautica
0,2014,0,Game Tycoon 1.5
0,2015,0,Game Tycoon 1.5
0,2015,0,Zombie Panic! Source
0,2015,0,FINAL FANTASY® XIII-2
0,2015,0,GASP
0,2015,0,Braid
0,2015,0,Arma 3 Apex
0,2015,0,Gone Home
0,2014,0,Gone Home
0,2015,0,Gone Home
0,2015,0,Gone Home
0,2014,0,Planet of the Eyes
0,2015,0,Assassin’s Creed® Brotherhood
0,2014,0,Velvet Sundown
0,2015,0,Velvet Sundown
0,2014,0,Hydrophobia: Prophecy
0,2015,0,Survarium
0,2015,0,Survarium
0,2015,0,Survarium
0,2013,0,Survarium
0,2015,0,Survarium
0,2014,0,Rush Bros.
0,2015,0,Alien Rage - Unlimited
0,2015,0,Magicka 2
0,2015,0,Serious Sam 2
0,2015,0,TeraBlaster
0,2014,0,Sherlock Holmes: Crimes and Punishments
0,2015,0,Make it indie!
0,2014,0,Murder Miners
0,2014,0,Murder Miners
0,2015,0,Murder Miners
0,2014,0,BIT.TRIP RUNNER
0,2014,0,BIT.TRIP RUNNER
0,2014,0,BIT.TRIP RUNNER
0,2015,0,RollerCoaster Tycoon World™
0,2015,0,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded
0,2014,0,Peggle Extreme
0,2015,0,Tree of Savior (English Ver.)
0,2015,0,Tree of Savior (English Ver.)
0,2014,0,Tree of Savior (English Ver.)
0,2015,0,Tree of Savior (English Ver.)
0,2015,0,Smashball
0,2015,0,Total War Battles: KINGDOM
0,2015,0,Total War Battles: KINGDOM
0,2015,0,Total War Battles: KINGDOM
0,2014,0,Stronghold Crusader HD
0,2015,0,Voxelized
0,2015,0,Grass Simulator
0,2015,0,Uriel's Chasm
0,2015,0,Uriel's Chasm
0,2015,0,Uriel's Chasm
0,2014,0,Uriel's Chasm
0,2015,0,Steam Controller
0,2014,0,Hammerfight
0,2013,0,Yohjo Simulator
0,2014,0,Alien Breed 2: Assault
0,2015,0,Pillars of Eternity
0,2015,0,Valdis Story: Abyssal City
0,2014,0,Half-Life Deathmatch: Source
0,2015,0,The Crew™ Extreme Car Pack
0,2015,0,Savage Lands
0,2015,0,Savage Lands
0,2015,0,Savage Lands
0,2014,0,Robot Roller-Derby Disco Dodgeball
0,2014,0,Lords of Football
0,2014,0,resident evil 4 / biohazard 4
0,2014,0,Trials Evolution: Gold Edition
0,2015,0,Trials Evolution: Gold Edition
0,2014,0,Shroud of the Avatar: Forsaken Virtues
0,2013,0,La-Mulana
0,2014,0,Fallout 4 - Wasteland Workshop
0,2014,0,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition
0,2015,0,Woodle Tree Adventures
0,2013,0,Woodle Tree Adventures
0,2015,0,Woodle Tree Adventures
0,2015,0,12 Labours of Hercules II: The Cretan Bull
0,2014,0,Agricultural Simulator 2013 - Steam Edition
0,2015,0,Kane &amp; Lynch 2: Dog Days
0,2015,0,Kane &amp; Lynch 2: Dog Days
0,2015,0,FINAL FANTASY® XIII
0,2015,0,FINAL FANTASY® XIII
0,2014,0,FINAL FANTASY® XIII
0,2014,0,Mars: War Logs
0,2015,0,Firefly Online Cortex
0,2013,0,Riders of Icarus
0,2015,0,Riders of Icarus
0,2015,0,Riders of Icarus
0,2014,0,Depression Quest
0,2014,0,Depression Quest
0,2015,0,Anno Online
0,2014,0,Risen 3 - Titan Lords
0,2014,0,Puzzle Pirates
0,2013,0,Seduce Me the Otome
0,2014,0,Dungeon Defenders Eternity
0,2015,0,bit Dungeon II
0,2015,0,Blind Trust
0,2015,0,Lord of the Rings: War in the North
0,2015,0,The Showdown Effect
0,2014,0,The Showdown Effect
0,2015,0,The Showdown Effect
0,2012,0,Red Faction®: Armageddon™
0,2015,0,Lead and Gold: Gangs of the Wild West
0,2014,0,Lead and Gold: Gangs of the Wild West
0,2014,0,Proteus
0,2013,0,Proteus
0,2015,0,Ragnarok Clicker
0,2015,0,Rayman® Origins
0,2015,0,Scraps: Modular Vehicle Combat
0,2015,0,Dinosaur Hunt
0,2015,0,GRAV
0,2015,0,GRAV
0,2014,0,Reus
0,2014,0,Sacred 3
0,2014,0,S.T.A.L.K.E.R.: Shadow of Chernobyl
0,2014,0,Explodemon
0,2015,0,Majesty 2
0,2014,0,Strike Vector
0,2012,0,Strike Vector
0,2014,0,Strike Vector
0,2014,0,Intrusion 2
0,2015,0,Strike Suit Zero
0,2015,0,Disney•Pixar Cars 2: The Video Game
0,2015,0,One Piece Pirate Warriors 3
0,2015,0,Burgers
0,2014,0,Sleeping Dogs - High Resolution Texture Pack
0,2013,0,Guardians of Orion
0,2015,0,Guardians of Orion
0,2015,0,Guardians of Orion
0,2014,0,M.U.D. TV
0,2015,0,Euro Truck Simulator
0,2015,0,Faerie Solitaire
0,2013,0,RAGE
0,2014,0,Anno 2205™
0,2014,0,Tree of Life
0,2014,0,Saints Row IV - Anime Pack
0,2015,0,Saints Row: Gat out of Hell
0,2015,0,Trine 3: The Artifacts of Power
0,2013,0,Our Darker Purpose
0,2014,0,Starpoint Gemini 2
0,2014,0,30 IMPOSSIBLE LEVELS
0,2013,0,Revelations 2012
0,2014,0,Victory: The Age of Racing
0,2015,0,Flatout 3: Chaos &amp; Destruction
0,2015,0,HIS (Heroes In the Sky)
0,2014,0,Ragnarok Online 2
0,2015,0,Ragnarok Online 2
0,2015,0,Duet
0,2015,0,Baldur's Gate: Siege of Dragonspear
0,2015,0,Let the Cat in
0,2015,0,SUPER DISTRO
0,2015,0,SUPER DISTRO
0,2014,0,OlliOlli
0,2015,0,Fallout 4 - Contraptions Workshop
0,2014,0,Ben and Ed
0,2013,0,SimCity™ 4 Deluxe Edition
0,2015,0,Dishonored: Dunwall City Trials
0,2015,0,The Hat Man: Shadow Ward
0,2015,0,The Hat Man: Shadow Ward
0,2014,0,DEFCON
0,2014,0,World War III: Black Gold
0,2014,0,RollerCoaster Tycoon®: Deluxe
0,2014,0,XCOM 2: Anarchy's Children
0,2014,0,Human: Fall Flat
0,2014,0,Time Ramesside (A New Reckoning)
0,2014,0,Operation Flashpoint: Red River
0,2014,0,Alpha Kimori™ 1
0,2015,0,World of Goo
0,2015,0,Might &amp; Magic Heroes Online
0,2015,0,Trino
0,2014,0,Command &amp; Conquer 4: Tiberian Twilight
0,2013,0,1943 Megami Strike
0,2015,0,You Must Build A Boat
0,2014,0,Shadow Harvest: Phantom Ops
0,2014,0,Devil May Cry® 3 Special Edition
0,2015,0,Towns
0,2014,0,Towns
0,2013,0,Resilience: Wave Survival
0,2014,0,Darkwind: War on Wheels
0,2015,0,Skyborn
0,2015,0,Dungeons &amp; Dragons Online®
0,2014,0,Rabbit Hole 3D: Steam Edition
0,2015,0,Enclave
0,2014,0,Enclave
0,2013,0,Iesabel
0,2014,0,The Shopkeeper
0,2015,0,LEGO® Batman™3: Beyond Gotham
0,2014,0,Might &amp; Magic: Heroes VI
0,2014,0,Might &amp; Magic: Heroes VI
0,2015,0,Expansion - Crusader Kings II: Conclave
0,2014,0,Galaxy on Fire 2™ Full HD
0,2015,0,STAR WARS™: The Force Unleashed™ II
0,2015,0,STAR WARS™: The Force Unleashed™ II
0,2014,0,Super Chibi Knight
0,2015,0,The Settlers Online
0,2015,0,The Settlers Online
0,2013,0,Viking: Battle for Asgard
0,2014,0,Viking: Battle for Asgard
0,2014,0,Skara - The Blade Remains
0,2014,0,Gumboy Tournament
0,2014,0,Adventure Park
0,2015,0,Spoiler Alert
0,2012,0,The Kings' Crusade
0,2014,0,Roguelands
0,2014,0,StarMade
0,2015,0,Deep Dungeons of Doom
0,2013,0,King’s Bounty: Legions
0,2014,0,King’s Bounty: Legions
0,2014,0,TrackMania² Canyon
0,2015,0,The Interview
0,2015,0,Rooms: The Main Building
0,2015,0,Duke Nukem Forever
0,2015,0,Destination Sol
0,2015,0,Enigmatis 2: The Mists of Ravenwood
0,2014,0,Francisca
0,2015,0,Burstfire
0,2015,0,DEAD OR ALIVE 5 Last Round: Core Fighters
0,2015,0,DEAD OR ALIVE 5 Last Round: Core Fighters
0,2014,0,Rocketbirds: Hardboiled Chicken
0,2014,0,G-Ball
0,2014,0,Styx: Master of Shadows
0,2014,0,City of Steam: Arkadia
0,2014,0,Space Trader: Merchant Marine
0,2013,0,TrackMania² Stadium
0,2014,0,TrackMania² Stadium
0,2014,0,Half Dead
0,2015,0,Cricket Captain 2015
0,2014,0,Mercenary Kings
0,2014,0,Mercenary Kings
0,2014,0,ReignMaker
0,2015,0,Warhammer Quest
0,2013,0,RONIN
0,2015,0,X3: Terran Conflict
0,2013,0,Rise of Venice
0,2015,0,Fortress Forever
0,2015,0,Fortress Forever
0,2015,0,Tales of Zestiria
0,2015,0,Way of the Samurai 4
0,2014,0,The Stalin Subway
0,2015,0,Operation Flashpoint: Dragon Rising
0,2015,0,Oddworld: Stranger's Wrath HD
0,2014,0,Trapped Dead
0,2014,0,Crash Time 2
0,2014,0,Crash Time 2
0,2015,0,Tomb Raider I
0,2015,0,Jagged Alliance Flashback
0,2014,0,99 Levels To Hell
0,2015,0,A New Beginning - Final Cut
0,2015,0,Men of War: Assault Squad 2 - Iron Fist
0,2015,0,Nomad
0,2014,0,Far Cry®
0,2015,0,Warehouse and Logistics Simulator
0,2015,0,Heavy Fire: Afghanistan
0,2014,0,UBERMOSH
0,2014,0,Galactic Civilizations® II: Ultimate Edition
0,2015,0,Exanima
0,2014,0,Sparkle 2 Evo
0,2015,0,Pixel Puzzles: Japan
0,2014,0,Primal Fears
0,2015,0,Ultimate Vault Hunter Upgrade Pack: The Holodome Onslaught
0,2014,0,Ultimate Vault Hunter Upgrade Pack: The Holodome Onslaught
0,2014,0,Ultimate Vault Hunter Upgrade Pack: The Holodome Onslaught
0,2014,0,Tiny Troopers
0,2014,0,Battlepillars Gold Edition
0,2014,0,Lucius
0,2015,0,Lucius
0,2014,0,Adventures of Shuggy
0,2015,0,Memento Mori 2
0,2013,0,Thirty Flights of Loving
0,2014,0,DubWars Demo
0,2015,0,Face It - A game to fight inner demons
0,2015,0,Clash of the Monsters
0,2015,0,The Guild II Renaissance
0,2014,0,Racecraft
0,2013,0,The Center - ARK Expansion Map
0,2015,0,Ampu-Tea
0,2014,0,Cities in Motion 2
0,2014,0,Stronghold 3 Gold
0,2015,0,Never Alone (Kisima Ingitchuna)
0,2015,0,Passing Pineview Forest
0,2014,0,VEGA Conflict
0,2015,0,Clergy Splode
0,2015,0,Game of Thrones
0,2015,0,Genesis Online
0,2014,0,Zigfrak
0,2014,0,Dragon: The Game
0,2015,0,Strike.is: The Game
0,2014,0,LEGO® The Hobbit™
0,2014,0,Pacific Storm Allies
0,2015,0,Codename: Rogue Fleet
0,2015,0,How to Survive 2
0,2014,0,Battlefleet Gothic: Armada
0,2014,0,Victory At Sea
0,2015,0,Zombie Zoeds
0,2015,0,Gun Done
0,2013,0,Dead Island: Riptide Definitive Edition
0,2013,0,Max Payne 2: The Fall of Max Payne
0,2015,0,Borderlands 2: Sir Hammerlock’s Big Game Hunt
0,2015,0,Lootfest
0,2012,0,Worms Blast
0,2014,0,Ancient Space
0,2015,0,DIG IT! - A Digger Simulator
0,2015,0,ShootMania Storm
0,2015,0,Hyperdevotion Noire: Goddess Black Heart (Neptunia)
0,2015,0,Dead Effect
0,2015,0,Deer Hunt Legends
0,2015,0,X: Tension
0,2014,0,Teslagrad
0,2015,0,gravilon
0,2014,0,StarDrive
0,2014,0,16bit Trader
0,2014,0,BEEP
0,2013,0,Tryst
0,2014,0,Battlestations: Midway
0,2015,0,Glacier 3: The Meltdown
0,2014,0,Glacier 3: The Meltdown
0,2013,0,Call of Juarez®: The Cartel
0,2014,0,Dance Magic
0,2014,0,Batman™: Arkham Origins Blackgate - Deluxe Edition
0,2015,0,Marine Sharpshooter II: Jungle Warfare
0,2014,0,Vigil: Blood Bitterness™
0,2015,0,Mega Man Legacy Collection / ロックマン クラシックス コレクション
0,2015,0,Abyss Odyssey
0,2014,0,Abyss Odyssey
0,2015,0,Dispatcher
0,2014,0,Magrunner: Dark Pulse
0,2015,0,Risen 2: Dark Waters
0,2015,0,DOOM 3 Resurrection of Evil
0,2015,0,TDP4:Team Battle
0,2015,0,Shadows on the Vatican Act I: Greed
0,2014,0,Beyond Space Remastered Edition
0,2015,0,Heli Heroes
0,2014,0,The Repopulation
0,2014,0,Stronghold HD
0,2015,0,Epic Cards Battle(TCG)
0,2015,0,Ant War: Domination
0,2015,0,Pixel Dungeon
0,2014,0,YOU DON'T KNOW JACK HEADRUSH
0,2014,0,Industry Empire
0,2015,0,Call of Duty®: Advanced Warfare - Season Pass
0,2015,0,SpaceCorn
0,2013,0,Over The Void
0,2015,0,Pixel Hunter
0,2015,0,FIREFIGHT RELOADED
0,2014,0,Crusader Kings II: Warriors of Faith Unit Pack
0,2015,0,Aveyond 3-2: Gates of Night
0,2011,0,Men of War: Vietnam
0,2014,0,Just Cause 2: Monster Truck DLC
0,2015,0,Audition Online
0,2015,0,PAYDAY 2: Gage Assault Pack
0,2015,0,Muffin Knight
0,2015,0,Freshman Year
0,2015,0,"Warhammer 40,000: Kill Team"
0,2014,0,Demonlisher
0,2015,0,Calibre 10 Racing
0,2014,0,Fish Fillets 2
0,2015,0,Overlord: Fellowship of Evil
0,2013,0,Dungeons and Dragons: Daggerdale
0,2014,0,Tropico Reloaded
0,2014,0,Color Symphony
0,2015,0,Dead Horde
0,2015,0,Adam's Venture Chronicles
0,2014,0,Vitrum
0,2013,0,ROSE Online
0,2013,0,ADventure Lib
0,2015,0,Karate Master 2 Knock Down Blow
0,2014,0,Spate
0,2013,0,BIT.TRIP FATE
0,2015,0,Saint's Row: Gat Out of Hell - Devil's Workshop Pack
0,2015,0,Call of Duty®: Advanced Warfare - Havoc
0,2015,0,Another Perspective
